date,open,close
1943-08-19,11.91,11.91
1943-08-18,11.92,11.92
1943-08-17,11.88,11.88
1943-08-16,11.81,11.81
1943-08-13,11.84,11.84
1943-08-12,11.73,11.73
1943-08-11,11.8,11.8
1943-08-10,11.71,11.71
1943-08-09,11.6,11.6
1943-08-06,11.63,11.63
1943-08-05,11.75,11.75
1943-08-04,11.79,11.79
1943-08-03,11.72,11.72
1943-08-02,11.47,11.47
1943-07-30,11.85,11.85
1943-07-29,12.08,12.08
1943-07-28,11.88,11.88
1943-07-27,11.92,11.92
1943-07-26,12.31,12.31
1943-07-23,12.51,12.51
1943-07-22,12.5,12.5
1943-07-21,12.5,12.5
1943-07-20,12.47,12.47
1943-07-19,12.55,12.55
1943-07-16,12.54,12.54
1943-07-15,12.57,12.57
1943-07-14,12.64,12.64
1943-07-13,12.57,12.57
1943-07-12,12.49,12.49
1943-07-09,12.41,12.41
1943-07-08,12.36,12.36
1943-07-07,12.35,12.35
1943-07-06,12.37,12.37
1943-07-02,12.35,12.35
1943-07-01,12.36,12.36
1943-06-30,12.35,12.35
1943-06-29,12.28,12.28
1943-06-28,12.32,12.32
1943-06-25,12.21,12.21
1943-06-24,11.95,11.95
1943-06-23,11.89,11.89
1943-06-22,11.92,11.92
1943-06-21,11.9,11.9
1943-06-18,11.96,11.96
1943-06-17,11.97,11.97
1943-06-16,11.95,11.95
1943-06-15,11.93,11.93
1943-06-14,11.88,11.88
1943-06-11,12.08,12.08
1943-06-10,12.14,12.14
1943-06-09,12.12,12.12
1943-06-08,12.08,12.08
1943-06-07,12.15,12.15
1943-06-04,12.18,12.18
1943-06-03,12.24,12.24
1943-06-02,12.19,12.19
1943-06-01,12.18,12.18
1943-05-28,12.05,12.05
1943-05-27,12.02,12.02
1943-05-26,11.99,11.99
1943-05-25,11.9,11.9
1943-05-24,11.87,11.87
1943-05-21,11.9,11.9
1943-05-20,11.9,11.9
1943-05-19,11.93,11.93
1943-05-18,11.81,11.81
1943-05-17,11.72,11.72
1943-05-14,11.7,11.7
1943-05-13,11.92,11.92
1943-05-12,11.88,11.88
1943-05-11,11.93,11.93
1943-05-10,11.97,11.97
1943-05-07,11.81,11.81
1943-05-06,11.97,11.97
1943-05-05,11.93,11.93
1943-05-04,11.86,11.86
1943-05-03,11.82,11.82
1943-04-30,11.59,11.59
1943-04-29,11.59,11.59
1943-04-28,11.48,11.48
1943-04-27,11.48,11.48
1943-04-26,11.48,11.48
1943-04-22,11.48,11.48
1943-04-21,11.45,11.45
1943-04-20,11.34,11.34
1943-04-19,11.38,11.38
1943-04-16,11.33,11.33
1943-04-15,11.36,11.36
1943-04-14,11.28,11.28
1943-04-13,11.14,11.14
1943-04-12,11.15,11.15
1943-04-09,11.14,11.14
1943-04-08,11.6,11.6
1943-04-07,11.7,11.7
1943-04-06,11.76,11.76
1943-04-05,11.59,11.59
1943-04-02,11.56,11.56
1943-04-01,11.59,11.59
1943-03-31,11.58,11.58
1943-03-30,11.59,11.59
1943-03-29,11.49,11.49
1943-03-26,11.3,11.3
1943-03-25,11.21,11.21
1943-03-24,10.98,10.98
1943-03-23,10.95,10.95
1943-03-22,10.92,10.92
1943-03-19,10.88,10.88
1943-03-18,10.91,10.91
1943-03-17,10.93,10.93
1943-03-16,11.01,11.01
1943-03-15,11.04,11.04
1943-03-12,11.05,11.05
1943-03-11,11.01,11.01
1943-03-10,10.9,10.9
1943-03-09,10.95,10.95
1943-03-08,11.01,11.01
1943-03-05,11.05,11.05
1943-03-04,11.0,11.0
1943-03-03,10.98,10.98
1943-03-02,10.84,10.84
1943-03-01,10.92,10.92
1943-02-26,10.97,10.97
1943-02-25,10.97,10.97
1943-02-24,10.9,10.9
1943-02-23,10.84,10.84
1943-02-19,10.64,10.64
1943-02-18,10.66,10.66
1943-02-17,10.81,10.81
1943-02-16,10.79,10.79
1943-02-15,10.81,10.81
1943-02-11,10.67,10.67
1943-02-10,10.65,10.65
1943-02-09,10.58,10.58
1943-02-08,10.5,10.5
1943-02-05,10.51,10.51
1943-02-04,10.43,10.43
1943-02-03,10.44,10.44
1943-02-02,10.52,10.52
1943-02-01,10.52,10.52
1943-01-29,10.44,10.44
1943-01-28,10.35,10.35
1943-01-27,10.34,10.34
1943-01-26,10.35,10.35
1943-01-25,10.3,10.3
1943-01-22,10.17,10.17
1943-01-21,10.18,10.18
1943-01-20,10.03,10.03
1943-01-19,10.02,10.02
1943-01-18,10.12,10.12
1943-01-15,10.09,10.09
1943-01-14,10.01,10.01
1943-01-13,9.95,9.95
1943-01-12,9.93,9.93
1943-01-11,9.96,9.96
1943-01-08,9.92,9.92
1943-01-07,9.91,9.91
1943-01-06,9.89,9.89
1943-01-05,9.9,9.9
1943-01-04,9.92,9.92
1942-12-31,9.77,9.77
1942-12-30,9.76,9.76
1942-12-29,9.65,9.65
1942-12-28,9.65,9.65
1942-12-24,9.74,9.74
1942-12-23,9.7,9.7
1942-12-22,9.67,9.67
1942-12-21,9.68,9.68
1942-12-18,9.68,9.68
1942-12-17,9.69,9.69
1942-12-16,9.52,9.52
1942-12-15,9.44,9.44
1942-12-14,9.42,9.42
1942-12-11,9.37,9.37
1942-12-10,9.37,9.37
1942-12-09,9.36,9.36
1942-12-08,9.36,9.36
1942-12-07,9.3,9.3
1942-12-04,9.34,9.34
1942-12-03,9.34,9.34
1942-12-02,9.31,9.31
1942-12-01,9.28,9.28
1942-11-30,9.29,9.29
1942-11-27,9.34,9.34
1942-11-25,9.31,9.31
1942-11-24,9.35,9.35
1942-11-23,9.37,9.37
1942-11-20,9.48,9.48
1942-11-19,9.39,9.39
1942-11-18,9.4,9.4
1942-11-17,9.36,9.36
1942-11-16,9.48,9.48
1942-11-13,9.57,9.57
1942-11-12,9.63,9.63
1942-11-10,9.61,9.61
1942-11-09,9.69,9.69
1942-11-06,9.58,9.58
1942-11-05,9.46,9.46
1942-11-04,9.44,9.44
1942-11-02,9.48,9.48
1942-10-30,9.36,9.36
1942-10-29,9.3,9.3
1942-10-28,9.31,9.31
1942-10-27,9.39,9.39
1942-10-26,9.48,9.48
1942-10-23,9.43,9.43
1942-10-22,9.46,9.46
1942-10-21,9.46,9.46
1942-10-20,9.47,9.47
1942-10-19,9.35,9.35
1942-10-16,9.35,9.35
1942-10-15,9.31,9.31
1942-10-14,9.43,9.43
1942-10-13,9.45,9.45
1942-10-09,9.34,9.34
1942-10-08,9.3,9.3
1942-10-07,9.17,9.17
1942-10-06,9.13,9.13
1942-10-05,9.13,9.13
1942-10-02,9.05,9.05
1942-10-01,8.92,8.92
1942-09-30,8.85,8.85
1942-09-29,8.85,8.85
1942-09-28,8.89,8.89
1942-09-25,8.9,8.9
1942-09-24,8.86,8.86
1942-09-23,8.75,8.75
1942-09-22,8.68,8.68
1942-09-21,8.65,8.65
1942-09-18,8.66,8.66
1942-09-17,8.59,8.59
1942-09-16,8.6,8.6
1942-09-15,8.59,8.59
1942-09-14,8.55,8.55
1942-09-11,8.54,8.54
1942-09-10,8.58,8.58
1942-09-09,8.64,8.64
1942-09-08,8.68,8.68
1942-09-04,8.61,8.61
1942-09-03,8.62,8.62
1942-09-02,8.63,8.63
1942-09-01,8.62,8.62
1942-08-31,8.62,8.62
1942-08-28,8.61,8.61
1942-08-27,8.59,8.59
1942-08-26,8.54,8.54
1942-08-25,8.65,8.65
1942-08-24,8.73,8.73
1942-08-21,8.71,8.71
1942-08-20,8.69,8.69
1942-08-19,8.72,8.72
1942-08-18,8.73,8.73
1942-08-17,8.65,8.65
1942-08-14,8.58,8.58
1942-08-13,8.54,8.54
1942-08-12,8.51,8.51
1942-08-11,8.51,8.51
1942-08-10,8.48,8.48
1942-08-07,8.49,8.49
1942-08-06,8.46,8.46
1942-08-05,8.47,8.47
1942-08-04,8.55,8.55
1942-08-03,8.57,8.57
1942-07-31,8.56,8.56
1942-07-30,8.5,8.5
1942-07-29,8.48,8.48
1942-07-28,8.62,8.62
1942-07-27,8.63,8.63
1942-07-24,8.63,8.63
1942-07-23,8.62,8.62
1942-07-22,8.74,8.74
1942-07-21,8.77,8.77
1942-07-20,8.75,8.75
1942-07-17,8.72,8.72
1942-07-16,8.82,8.82
1942-07-15,8.83,8.83
1942-07-14,8.82,8.82
1942-07-13,8.73,8.73
1942-07-10,8.8,8.8
1942-07-09,8.81,8.81
1942-07-08,8.72,8.72
1942-07-07,8.51,8.51
1942-07-06,8.53,8.53
1942-07-03,8.44,8.44
1942-07-02,8.36,8.36
1942-07-01,8.23,8.23
1942-06-30,8.3,8.3
1942-06-29,8.28,8.28
1942-06-26,8.23,8.23
1942-06-25,8.22,8.22
1942-06-24,8.21,8.21
1942-06-23,8.25,8.25
1942-06-22,8.25,8.25
1942-06-19,8.4,8.4
1942-06-18,8.49,8.49
1942-06-17,8.53,8.53
1942-06-16,8.39,8.39
1942-06-15,8.38,8.38
1942-06-12,8.32,8.32
1942-06-11,8.37,8.37
1942-06-10,8.34,8.34
1942-06-09,8.39,8.39
1942-06-08,8.47,8.47
1942-06-05,8.37,8.37
1942-06-04,8.35,8.35
1942-06-03,8.24,8.24
1942-06-02,8.18,8.18
1942-06-01,8.19,8.19
1942-05-29,8.15,8.15
1942-05-28,8.18,8.18
1942-05-27,8.16,8.16
1942-05-26,8.0,8.0
1942-05-25,7.98,7.98
1942-05-22,8.01,8.01
1942-05-21,8.02,8.02
1942-05-20,7.89,7.89
1942-05-19,7.91,7.91
1942-05-18,7.94,7.94
1942-05-15,7.88,7.88
1942-05-14,7.79,7.79
1942-05-13,7.81,7.81
1942-05-12,7.94,7.94
1942-05-11,8.0,8.0
1942-05-08,7.89,7.89
1942-05-07,7.89,7.89
1942-05-06,7.79,7.79
1942-05-05,7.8,7.8
1942-05-04,7.77,7.77
1942-05-01,7.71,7.71
1942-04-30,7.66,7.66
1942-04-29,7.61,7.61
1942-04-28,7.47,7.47
1942-04-27,7.54,7.54
1942-04-24,7.55,7.55
1942-04-23,7.59,7.59
1942-04-22,7.79,7.79
1942-04-21,7.81,7.81
1942-04-20,7.79,7.79
1942-04-17,7.7,7.7
1942-04-16,7.82,7.82
1942-04-15,7.81,7.81
1942-04-14,7.83,7.83
1942-04-13,7.96,7.96
1942-04-10,7.98,7.98
1942-04-09,7.99,7.99
1942-04-08,8.12,8.12
1942-04-07,8.16,8.16
1942-04-06,8.2,8.2
1942-04-02,8.11,8.11
1942-04-01,8.05,8.05
1942-03-31,8.01,8.01
1942-03-30,8.06,8.06
1942-03-27,8.05,8.05
1942-03-26,8.13,8.13
1942-03-25,8.16,8.16
1942-03-24,8.22,8.22
1942-03-23,8.15,8.15
1942-03-20,8.11,8.11
1942-03-19,8.2,8.2
1942-03-18,8.21,8.21
1942-03-17,8.29,8.29
1942-03-16,8.12,8.12
1942-03-13,8.03,8.03
1942-03-12,7.98,7.98
1942-03-11,7.98,7.98
1942-03-10,8.14,8.14
1942-03-09,8.2,8.2
1942-03-06,8.16,8.16
1942-03-05,8.38,8.38
1942-03-04,8.51,8.51
1942-03-03,8.6,8.6
1942-03-02,8.47,8.47
1942-02-27,8.59,8.59
1942-02-26,8.52,8.52
1942-02-25,8.46,8.46
1942-02-24,8.52,8.52
1942-02-20,8.47,8.47
1942-02-19,8.5,8.5
1942-02-18,8.48,8.48
1942-02-17,8.49,8.49
1942-02-16,8.65,8.65
1942-02-13,8.62,8.62
1942-02-11,8.6,8.6
1942-02-10,8.62,8.62
1942-02-09,8.74,8.74
1942-02-06,8.85,8.85
1942-02-05,8.95,8.95
1942-02-04,8.97,8.97
1942-02-03,8.9,8.9
1942-02-02,8.84,8.84
1942-01-30,8.85,8.85
1942-01-29,8.91,8.91
1942-01-28,8.93,8.93
1942-01-27,8.99,8.99
1942-01-26,8.97,8.97
1942-01-23,8.84,8.84
1942-01-22,8.81,8.81
1942-01-21,8.81,8.81
1942-01-20,8.94,8.94
1942-01-19,8.96,8.96
1942-01-16,8.96,8.96
1942-01-15,9.04,9.04
1942-01-14,9.02,9.02
1942-01-13,9.02,9.02
1942-01-12,8.84,8.84
1942-01-09,8.85,8.85
1942-01-08,8.88,8.88
1942-01-07,9.0,9.0
1942-01-06,9.05,9.05
1942-01-05,9.09,9.09
1942-01-02,8.89,8.89
1941-12-31,8.69,8.69
1941-12-30,8.74,8.74
1941-12-29,8.37,8.37
1941-12-26,8.42,8.42
1941-12-24,8.39,8.39
1941-12-23,8.38,8.38
1941-12-22,8.4,8.4
1941-12-19,8.49,8.49
1941-12-18,8.49,8.49
1941-12-17,8.57,8.57
1941-12-16,8.71,8.71
1941-12-15,8.73,8.73
1941-12-12,8.73,8.73
1941-12-11,8.82,8.82
1941-12-10,8.68,8.68
1941-12-09,8.68,8.68
1941-12-08,8.97,8.97
1941-12-05,9.32,9.32
1941-12-04,9.38,9.38
1941-12-03,9.36,9.36
1941-12-02,9.26,9.26
1941-12-01,9.07,9.07
1941-11-28,9.12,9.12
1941-11-27,9.21,9.21
1941-11-26,9.27,9.27
1941-11-25,9.35,9.35
1941-11-24,9.4,9.4
1941-11-21,9.38,9.38
1941-11-19,9.34,9.34
1941-11-18,9.26,9.26
1941-11-17,9.28,9.28
1941-11-14,9.3,9.3
1941-11-13,9.21,9.21
1941-11-12,9.26,9.26
1941-11-10,9.48,9.48
1941-11-07,9.55,9.55
1941-11-06,9.58,9.58
1941-11-05,9.66,9.66
1941-11-03,9.59,9.59
1941-10-31,9.5,9.5
1941-10-30,9.62,9.62
1941-10-29,9.62,9.62
1941-10-28,9.65,9.65
1941-10-27,9.66,9.66
1941-10-24,9.82,9.82
1941-10-23,9.77,9.77
1941-10-22,9.76,9.76
1941-10-21,9.8,9.8
1941-10-20,9.71,9.71
1941-10-17,9.62,9.62
1941-10-16,9.58,9.58
1941-10-15,9.72,9.72
1941-10-14,9.78,9.78
1941-10-10,9.84,9.84
1941-10-09,9.84,9.84
1941-10-08,9.98,9.98
1941-10-07,10.0,10.0
1941-10-06,10.12,10.12
1941-10-03,10.13,10.13
1941-10-02,10.14,10.14
1941-10-01,10.17,10.17
1941-09-30,10.2,10.2
1941-09-29,10.13,10.13
1941-09-26,10.09,10.09
1941-09-25,10.12,10.12
1941-09-24,10.25,10.25
1941-09-23,10.32,10.32
1941-09-22,10.28,10.28
1941-09-19,10.29,10.29
1941-09-18,10.39,10.39
1941-09-17,10.47,10.47
1941-09-16,10.29,10.29
1941-09-15,10.24,10.24
1941-09-12,10.23,10.23
1941-09-11,10.23,10.23
1941-09-10,10.12,10.12
1941-09-09,10.2,10.2
1941-09-08,10.23,10.23
1941-09-05,10.21,10.21
1941-09-04,10.24,10.24
1941-09-03,10.27,10.27
1941-09-02,10.34,10.34
1941-08-29,10.28,10.28
1941-08-28,10.29,10.29
1941-08-27,10.26,10.26
1941-08-26,10.25,10.25
1941-08-25,10.17,10.17
1941-08-22,10.15,10.15
1941-08-21,10.17,10.17
1941-08-20,10.18,10.18
1941-08-19,10.14,10.14
1941-08-18,10.13,10.13
1941-08-15,10.03,10.03
1941-08-14,10.13,10.13
1941-08-13,10.09,10.09
1941-08-12,10.14,10.14
1941-08-11,10.14,10.14
1941-08-08,10.23,10.23
1941-08-07,10.34,10.34
1941-08-06,10.36,10.36
1941-08-05,10.36,10.36
1941-08-04,10.36,10.36
1941-08-01,10.34,10.34
1941-07-31,10.39,10.39
1941-07-30,10.4,10.4
1941-07-29,10.45,10.45
1941-07-28,10.47,10.47
1941-07-25,10.34,10.34
1941-07-24,10.36,10.36
1941-07-23,10.42,10.42
1941-07-22,10.45,10.45
1941-07-21,10.46,10.46
1941-07-18,10.25,10.25
1941-07-17,10.21,10.21
1941-07-16,10.28,10.28
1941-07-15,10.33,10.33
1941-07-14,10.3,10.3
1941-07-11,10.28,10.28
1941-07-10,10.31,10.31
1941-07-09,10.28,10.28
1941-07-08,10.28,10.28
1941-07-07,10.09,10.09
1941-07-03,9.91,9.91
1941-07-02,9.89,9.89
1941-07-01,9.82,9.82
1941-06-30,9.85,9.85
1941-06-27,9.89,9.89
1941-06-26,9.94,9.94
1941-06-25,9.9,9.9
1941-06-24,9.88,9.88
1941-06-23,9.95,9.95
1941-06-20,9.76,9.76
1941-06-19,9.88,9.88
1941-06-18,9.9,9.9
1941-06-17,9.89,9.89
1941-06-16,9.81,9.81
1941-06-13,9.85,9.85
1941-06-12,9.87,9.87
1941-06-11,9.82,9.82
1941-06-10,9.82,9.82
1941-06-09,9.66,9.66
1941-06-06,9.49,9.49
1941-06-05,9.5,9.5
1941-06-04,9.46,9.46
1941-06-03,9.47,9.47
1941-06-02,9.36,9.36
1941-05-29,9.38,9.38
1941-05-28,9.39,9.39
1941-05-27,9.39,9.39
1941-05-26,9.33,9.33
1941-05-23,9.44,9.44
1941-05-22,9.44,9.44
1941-05-21,9.55,9.55
1941-05-20,9.56,9.56
1941-05-19,9.4,9.4
1941-05-16,9.35,9.35
1941-05-15,9.33,9.33
1941-05-14,9.49,9.49
1941-05-13,9.56,9.56
1941-05-12,9.56,9.56
1941-05-09,9.45,9.45
1941-05-08,9.45,9.45
1941-05-07,9.47,9.47
1941-05-06,9.5,9.5
1941-05-05,9.34,9.34
1941-05-02,9.33,9.33
1941-05-01,9.3,9.3
1941-04-30,9.31,9.31
1941-04-29,9.44,9.44
1941-04-28,9.42,9.42
1941-04-25,9.4,9.4
1941-04-24,9.47,9.47
1941-04-23,9.43,9.43
1941-04-22,9.32,9.32
1941-04-21,9.37,9.37
1941-04-18,9.4,9.4
1941-04-17,9.54,9.54
1941-04-16,9.59,9.59
1941-04-15,9.59,9.59
1941-04-14,9.62,9.62
1941-04-10,9.69,9.69
1941-04-09,9.7,9.7
1941-04-08,9.84,9.84
1941-04-07,10.05,10.05
1941-04-04,10.14,10.14
1941-04-03,10.16,10.16
1941-04-02,10.01,10.01
1941-04-01,9.97,9.97
1941-03-31,9.96,9.96
1941-03-28,9.94,9.94
1941-03-27,10.01,10.01
1941-03-26,9.93,9.93
1941-03-25,9.96,9.96
1941-03-24,9.92,9.92
1941-03-21,9.93,9.93
1941-03-20,10.02,10.02
1941-03-19,10.01,10.01
1941-03-18,10.07,10.07
1941-03-17,10.03,10.03
1941-03-14,9.98,9.98
1941-03-13,9.97,9.97
1941-03-12,10.02,10.02
1941-03-11,10.02,10.02
1941-03-10,10.1,10.1
1941-03-07,9.9,9.9
1941-03-06,9.95,9.95
1941-03-05,9.76,9.76
1941-03-04,9.82,9.82
1941-03-03,9.77,9.77
1941-02-28,9.92,9.92
1941-02-27,9.88,9.88
1941-02-26,9.95,9.95
1941-02-25,9.93,9.93
1941-02-24,9.84,9.84
1941-02-21,9.76,9.76
1941-02-20,9.72,9.72
1941-02-19,9.55,9.55
1941-02-18,9.63,9.63
1941-02-17,9.65,9.65
1941-02-14,9.53,9.53
1941-02-13,9.84,9.84
1941-02-11,9.98,9.98
1941-02-10,10.15,10.15
1941-02-07,10.16,10.16
1941-02-06,10.19,10.19
1941-02-05,10.15,10.15
1941-02-04,9.97,9.97
1941-02-03,9.96,9.96
1941-01-31,10.07,10.07
1941-01-30,10.04,10.04
1941-01-29,10.22,10.22
1941-01-28,10.43,10.43
1941-01-27,10.49,10.49
1941-01-24,10.45,10.45
1941-01-23,10.42,10.42
1941-01-22,10.43,10.43
1941-01-21,10.37,10.37
1941-01-20,10.47,10.47
1941-01-17,10.52,10.52
1941-01-16,10.54,10.54
1941-01-15,10.67,10.67
1941-01-14,10.76,10.76
1941-01-13,10.82,10.82
1941-01-10,10.86,10.86
1941-01-09,10.83,10.83
1941-01-08,10.77,10.77
1941-01-07,10.75,10.75
1941-01-06,10.74,10.74
1941-01-03,10.72,10.72
1941-01-02,10.48,10.48
1940-12-31,10.58,10.58
1940-12-30,10.57,10.57
1940-12-27,10.44,10.44
1940-12-26,10.39,10.39
1940-12-24,10.4,10.4
1940-12-23,10.38,10.38
1940-12-20,10.41,10.41
1940-12-19,10.4,10.4
1940-12-18,10.44,10.44
1940-12-17,10.54,10.54
1940-12-16,10.58,10.58
1940-12-13,10.69,10.69
1940-12-12,10.67,10.67
1940-12-11,10.63,10.63
1940-12-10,10.61,10.61
1940-12-09,10.61,10.61
1940-12-06,10.53,10.53
1940-12-05,10.51,10.51
1940-12-04,10.58,10.58
1940-12-03,10.58,10.58
1940-12-02,10.62,10.62
1940-11-29,10.57,10.57
1940-11-28,10.56,10.56
1940-11-27,10.56,10.56
1940-11-26,10.76,10.76
1940-11-25,10.79,10.79
1940-11-22,10.79,10.79
1940-11-20,10.79,10.79
1940-11-19,11.05,11.05
1940-11-18,11.04,11.04
1940-11-15,11.17,11.17
1940-11-14,11.29,11.29
1940-11-13,11.26,11.26
1940-11-12,11.36,11.36
1940-11-08,11.23,11.23
1940-11-07,11.39,11.39
1940-11-06,10.79,10.79
1940-11-04,11.16,11.16
1940-11-01,11.08,11.08
1940-10-31,11.08,11.08
1940-10-30,10.92,10.92
1940-10-29,10.83,10.83
1940-10-28,10.81,10.81
1940-10-25,10.73,10.73
1940-10-24,10.73,10.73
1940-10-23,10.8,10.8
1940-10-22,10.7,10.7
1940-10-21,10.65,10.65
1940-10-18,10.72,10.72
1940-10-17,10.73,10.73
1940-10-16,10.68,10.68
1940-10-15,10.64,10.64
1940-10-14,10.53,10.53
1940-10-11,10.58,10.58
1940-10-10,10.47,10.47
1940-10-09,10.48,10.48
1940-10-08,10.54,10.54
1940-10-07,10.72,10.72
1940-10-04,10.78,10.78
1940-10-03,10.87,10.87
1940-10-02,10.86,10.86
1940-10-01,10.81,10.81
1940-09-30,10.66,10.66
1940-09-27,10.58,10.58
1940-09-26,10.77,10.77
1940-09-25,10.84,10.84
1940-09-24,10.86,10.86
1940-09-23,10.9,10.9
1940-09-20,10.59,10.59
1940-09-19,10.59,10.59
1940-09-18,10.62,10.62
1940-09-17,10.54,10.54
1940-09-16,10.46,10.46
1940-09-13,10.31,10.31
1940-09-12,10.3,10.3
1940-09-11,10.45,10.45
1940-09-10,10.53,10.53
1940-09-09,10.52,10.52
1940-09-06,10.85,10.85
1940-09-05,10.93,10.93
1940-09-04,10.78,10.78
1940-09-03,10.56,10.56
1940-08-30,10.5,10.5
1940-08-29,10.32,10.32
1940-08-28,10.37,10.37
1940-08-27,10.23,10.23
1940-08-26,10.23,10.23
1940-08-23,10.19,10.19
1940-08-22,10.32,10.32
1940-08-21,10.21,10.21
1940-08-20,10.03,10.03
1940-08-19,9.91,9.91
1940-08-16,9.84,9.84
1940-08-15,10.0,10.0
1940-08-14,9.91,9.91
1940-08-13,10.0,10.0
1940-08-12,10.38,10.38
1940-08-09,10.27,10.27
1940-08-08,10.17,10.17
1940-08-07,10.17,10.17
1940-08-06,10.17,10.17
1940-08-05,10.28,10.28
1940-08-02,10.25,10.25
1940-08-01,10.26,10.26
1940-07-31,10.29,10.29
1940-07-30,10.33,10.33
1940-07-29,10.08,10.08
1940-07-26,9.97,9.97
1940-07-25,9.92,9.92
1940-07-24,9.89,9.89
1940-07-23,9.98,9.98
1940-07-22,9.97,9.97
1940-07-19,9.97,9.97
1940-07-18,10.07,10.07
1940-07-17,10.06,10.06
1940-07-16,10.09,10.09
1940-07-15,9.98,9.98
1940-07-12,9.95,9.95
1940-07-11,9.97,9.97
1940-07-10,9.97,9.97
1940-07-09,9.94,9.94
1940-07-08,9.94,9.94
1940-07-05,9.94,9.94
1940-07-03,9.88,9.88
1940-07-02,9.85,9.85
1940-07-01,9.87,9.87
1940-06-28,9.98,9.98
1940-06-27,9.85,9.85
1940-06-26,9.75,9.75
1940-06-25,9.81,9.81
1940-06-24,10.1,10.1
1940-06-21,9.91,9.91
1940-06-20,9.91,9.91
1940-06-19,10.03,10.03
1940-06-18,10.01,10.01
1940-06-17,9.98,9.98
1940-06-14,9.94,9.94
1940-06-13,9.7,9.7
1940-06-12,9.89,9.89
1940-06-11,9.42,9.42
1940-06-10,8.99,8.99
1940-06-07,9.34,9.34
1940-06-06,9.22,9.22
1940-06-05,9.09,9.09
1940-06-04,9.23,9.23
1940-06-03,9.11,9.11
1940-05-31,9.27,9.27
1940-05-29,9.25,9.25
1940-05-28,9.19,9.19
1940-05-27,9.38,9.38
1940-05-24,9.16,9.16
1940-05-23,9.2,9.2
1940-05-22,9.18,9.18
1940-05-21,9.14,9.14
1940-05-20,9.79,9.79
1940-05-17,9.95,9.95
1940-05-16,10.48,10.48
1940-05-15,10.38,10.38
1940-05-14,10.28,10.28
1940-05-13,11.11,11.11
1940-05-10,11.76,11.76
1940-05-09,12.12,12.12
1940-05-08,12.11,12.11
1940-05-07,12.09,12.09
1940-05-06,12.06,12.06
1940-05-03,12.12,12.12
1940-05-02,12.1,12.1
1940-05-01,12.03,12.03
1940-04-30,12.19,12.19
1940-04-29,12.12,12.12
1940-04-26,12.08,12.08
1940-04-25,12.19,12.19
1940-04-24,12.18,12.18
1940-04-23,12.23,12.23
1940-04-22,12.14,12.14
1940-04-19,12.04,12.04
1940-04-18,12.04,12.04
1940-04-17,12.16,12.16
1940-04-16,12.15,12.15
1940-04-15,12.32,12.32
1940-04-12,12.32,12.32
1940-04-11,12.39,12.39
1940-04-10,12.35,12.35
1940-04-09,12.46,12.46
1940-04-08,12.59,12.59
1940-04-05,12.48,12.48
1940-04-04,12.52,12.52
1940-04-03,12.44,12.44
1940-04-02,12.25,12.25
1940-04-01,12.21,12.21
1940-03-29,12.18,12.18
1940-03-28,12.14,12.14
1940-03-27,12.17,12.17
1940-03-26,12.01,12.01
1940-03-25,12.07,12.07
1940-03-21,12.14,12.14
1940-03-20,12.14,12.14
1940-03-19,12.09,12.09
1940-03-18,12.0,12.0
1940-03-15,12.07,12.07
1940-03-14,12.22,12.22
1940-03-13,12.25,12.25
1940-03-12,12.27,12.27
1940-03-11,12.24,12.24
1940-03-08,12.2,12.2
1940-03-07,12.25,12.25
1940-03-06,12.24,12.24
1940-03-05,12.15,12.15
1940-03-04,12.09,12.09
1940-03-01,12.06,12.06
1940-02-29,12.13,12.13
1940-02-28,12.15,12.15
1940-02-27,12.14,12.14
1940-02-26,12.16,12.16
1940-02-23,12.23,12.23
1940-02-21,12.32,12.32
1940-02-20,12.35,12.35
1940-02-19,12.29,12.29
1940-02-16,12.29,12.29
1940-02-15,12.28,12.28
1940-02-14,12.28,12.28
1940-02-13,12.33,12.33
1940-02-09,12.37,12.37
1940-02-08,12.37,12.37
1940-02-07,12.22,12.22
1940-02-06,12.14,12.14
1940-02-05,12.04,12.04
1940-02-02,12.06,12.06
1940-02-01,12.05,12.05
1940-01-31,12.05,12.05
1940-01-30,12.09,12.09
1940-01-29,12.16,12.16
1940-01-26,12.15,12.15
1940-01-25,12.16,12.16
1940-01-24,12.27,12.27
1940-01-23,12.11,12.11
1940-01-22,12.06,12.06
1940-01-19,12.15,12.15
1940-01-18,12.13,12.13
1940-01-17,12.15,12.15
1940-01-16,12.14,12.14
1940-01-15,12.07,12.07
1940-01-12,12.13,12.13
1940-01-11,12.37,12.37
1940-01-10,12.57,12.57
1940-01-09,12.55,12.55
1940-01-08,12.67,12.67
1940-01-05,12.66,12.66
1940-01-04,12.73,12.73
1940-01-03,12.77,12.77
1940-01-02,12.63,12.63
1939-12-29,12.46,12.46
1939-12-28,12.42,12.42
1939-12-27,12.31,12.31
1939-12-26,12.38,12.38
1939-12-22,12.44,12.44
1939-12-21,12.38,12.38
1939-12-20,12.39,12.39
1939-12-19,12.34,12.34
1939-12-18,12.37,12.37
1939-12-15,12.4,12.4
1939-12-14,12.36,12.36
1939-12-13,12.38,12.38
1939-12-12,12.19,12.19
1939-12-11,12.23,12.23
1939-12-08,12.36,12.36
1939-12-07,12.46,12.46
1939-12-06,12.45,12.45
1939-12-05,12.26,12.26
1939-12-04,12.28,12.28
1939-12-01,12.29,12.29
1939-11-30,12.2,12.2
